,Area Name,Quarter,No Of Establishments,Employment,One-Year Employment Gain/Loss (Percent),Average Weekly Wages,On-Year Weekly Wages Gain/Loss (Percent),Industry,FIPS
2468,Zapata County,Third Quarter,1.0,0.0,,0.0,,Unclassified,48505.0
2469, ,,,,,,,,
2470,Anderson County,Third Quarter,242.0,1169.0,-25.8,1086.0,-8.0,Professional and Business Services,48001.0
2471,Andrews County,Third Quarter,36.0,351.0,-0.6,1429.0,11.1,Professional and Business Services,48003.0
2472,Angelina County,Third Quarter,244.0,2970.0,4.9,733.0,-4.8,Professional and Business Services,48005.0
2473,Aransas County,Third Quarter,75.0,445.0,-29.5,1155.0,0.8,Professional and Business Services,48007.0
2474,Archer County,Third Quarter,29.0,160.0,17.6,693.0,3.3,Professional and Business Services,48009.0
2475,Armstrong County,Third Quarter,10.0,34.0,-26.1,1417.0,22.2,Professional and Business Services,48011.0
2476,Atascosa County,Third Quarter,91.0,630.0,-0.3,911.0,10.6,Professional and Business Services,48013.0
2477,Austin County,Third Quarter,210.0,667.0,-9.4,1193.0,-3.6,Professional and Business Services,48015.0
2478,Bailey County,Third Quarter,17.0,41.0,-14.6,891.0,4.2,Professional and Business Services,48017.0
2479,Bandera County,Third Quarter,59.0,139.0,-17.3,685.0,-3.4,Professional and Business Services,48019.0
2480,Bastrop County,Third Quarter,196.0,918.0,52.0,700.0,-12.8,Professional and Business Services,48021.0
2481,Baylor County,Third Quarter,19.0,56.0,19.1,833.0,-1.8,Professional and Business Services,48023.0
2482,Bee County,Third Quarter,56.0,299.0,-4.2,842.0,-7.7,Professional and Business Services,48025.0
2483,Bell County,Third Quarter,726.0,7922.0,0.3,991.0,12.0,Professional and Business Services,48027.0
2484,Bexar County,Third Quarter,7110.0,117772.0,1.9,1042.0,2.2,Professional and Business Services,48029.0
2485,Blanco County,Third Quarter,49.0,388.0,-12.0,1402.0,19.2,Professional and Business Services,48031.0
2486,Borden County,Third Quarter,9.0,13.0,-18.8,1304.0,-3.3,Professional and Business Services,48033.0
2487,Bosque County,Third Quarter,34.0,172.0,-24.9,687.0,27.2,Professional and Business Services,48035.0
2488,Bowie County,Third Quarter,319.0,2680.0,-10.2,744.0,13.1,Professional and Business Services,48037.0
2489,Brazoria County,Third Quarter,877.0,8686.0,6.3,1134.0,-0.2,Professional and Business Services,48039.0
2490,Brazos County,Third Quarter,805.0,8629.0,4.0,906.0,-5.8,Professional and Business Services,48041.0
2491,Brewster County,Third Quarter,45.0,196.0,18.1,931.0,-14.7,Professional and Business Services,48043.0
2492,Briscoe County,Third Quarter,5.0,9.0,28.6,817.0,12.2,Professional and Business Services,48045.0
2493,Brooks County,Third Quarter,13.0,147.0,-2.0,722.0,4.9,Professional and Business Services,48047.0
2494,Brown County,Third Quarter,91.0,700.0,1.0,606.0,-0.8,Professional and Business Services,48049.0
2495,Burleson County,Third Quarter,36.0,216.0,17.4,999.0,-11.6,Professional and Business Services,48051.0
2496,Burnet County,Third Quarter,186.0,1039.0,18.7,860.0,6.3,Professional and Business Services,48053.0
2497,Caldwell County,Third Quarter,67.0,374.0,-15.0,641.0,6.5,Professional and Business Services,48055.0
2498,Calhoun County,Third Quarter,90.0,791.0,-9.8,1123.0,-3.8,Professional and Business Services,48057.0
2499,Callahan County,Third Quarter,22.0,73.0,21.7,1034.0,29.9,Professional and Business Services,48059.0
2500,Cameron County,Third Quarter,758.0,11566.0,0.3,587.0,-4.6,Professional and Business Services,48061.0
2501,Camp County,Third Quarter,21.0,135.0,11.6,519.0,-5.5,Professional and Business Services,48063.0
2502,Carson County,Third Quarter,13.0,94.0,59.3,1503.0,75.2,Professional and Business Services,48065.0
2503,Cass County,Third Quarter,48.0,252.0,-7.4,759.0,3.0,Professional and Business Services,48067.0
2504,Castro County,Third Quarter,12.0,58.0,-61.3,959.0,-12.5,Professional and Business Services,48069.0
2505,Chambers County,Third Quarter,81.0,1252.0,3.3,1103.0,-4.8,Professional and Business Services,48071.0
2506,Cherokee County,Third Quarter,97.0,1013.0,-6.6,634.0,3.9,Professional and Business Services,48073.0
2507,Childress County,Third Quarter,29.0,127.0,15.5,1093.0,-10.4,Professional and Business Services,48075.0
2508,Clay County,Third Quarter,12.0,,,,,Professional and Business Services,48077.0
2509,Cochran County,Third Quarter,1.0,,,,,Professional and Business Services,48079.0
2510,Coke County,Third Quarter,9.0,68.0,25.9,1764.0,17.7,Professional and Business Services,48081.0
2511,Coleman County,Third Quarter,19.0,58.0,7.4,518.0,-2.8,Professional and Business Services,48083.0
2512,Collin County,Third Quarter,6582.0,71855.0,1.6,1573.0,2.3,Professional and Business Services,48085.0
2513,Collingsworth County,Third Quarter,7.0,29.0,-37.0,630.0,-42.7,Professional and Business Services,48087.0
2514,Colorado County,Third Quarter,57.0,267.0,0.8,808.0,-0.2,Professional and Business Services,48089.0
2515,Comal County,Third Quarter,651.0,6428.0,19.8,986.0,-1.2,Professional and Business Services,48091.0
2516,Comanche County,Third Quarter,23.0,130.0,-4.4,1007.0,10.5,Professional and Business Services,48093.0
2517,Concho County,Third Quarter,3.0,36.0,,2914.0,,Professional and Business Services,48095.0
2518,Cooke County,Third Quarter,106.0,519.0,3.4,901.0,-13.8,Professional and Business Services,48097.0
2519,Coryell County,Third Quarter,244.0,1653.0,9.9,1222.0,7.0,Professional and Business Services,48099.0
2520,Cottle County,Third Quarter,4.0,11.0,-82.5,632.0,-36.0,Professional and Business Services,48101.0
2521,Crane County,Third Quarter,8.0,54.0,-12.9,585.0,-16.7,Professional and Business Services,48103.0
2522,Crockett County,Third Quarter,19.0,40.0,-2.4,768.0,-17.9,Professional and Business Services,48105.0
2523,Crosby County,Third Quarter,10.0,36.0,-20.0,457.0,2.0,Professional and Business Services,48107.0
2524,Culberson County,Third Quarter,4.0,,,,,Professional and Business Services,48109.0
2525,Dallam County,Third Quarter,39.0,173.0,8.1,810.0,-2.4,Professional and Business Services,48111.0
2526,Dallas County,Third Quarter,17265.0,343298.0,0.9,1408.0,-1.1,Professional and Business Services,48113.0
2527,Dawson County,Third Quarter,28.0,97.0,-6.7,693.0,11.4,Professional and Business Services,48115.0
2528,Deaf Smith County,Third Quarter,36.0,105.0,-11.8,708.0,-19.0,Professional and Business Services,48117.0
2529,Delta County,Third Quarter,10.0,,,,,Professional and Business Services,48119.0
2530,Denton County,Third Quarter,3446.0,30210.0,3.1,1283.0,-1.3,Professional and Business Services,48121.0
2531,DeWitt County,Third Quarter,75.0,659.0,51.8,1086.0,4.7,Professional and Business Services,48123.0
2532,Dickens County,Third Quarter,3.0,,,,,Professional and Business Services,48125.0
2533,Dimmit County,Third Quarter,25.0,829.0,23.7,923.0,3.6,Professional and Business Services,48127.0
2534,Donley County,Third Quarter,9.0,33.0,,915.0,,Professional and Business Services,48129.0
2535,Duval County,Third Quarter,19.0,134.0,20.7,898.0,-1.6,Professional and Business Services,48131.0
2536,Eastland County,Third Quarter,38.0,382.0,14.0,1256.0,-0.4,Professional and Business Services,48133.0
2537,Ector County,Third Quarter,435.0,3989.0,14.7,1090.0,-3.3,Professional and Business Services,48135.0
2538,Edwards County,Third Quarter,1.0,,,,,Professional and Business Services,48137.0
2539,Ellis County,Third Quarter,422.0,3644.0,-6.9,751.0,1.5,Professional and Business Services,48139.0
2540,El Paso County,Third Quarter,2204.0,32354.0,0.0,652.0,-4.4,Professional and Business Services,48141.0
2541,Erath County,Third Quarter,155.0,1264.0,43.0,668.0,-1.8,Professional and Business Services,48143.0
2542,Falls County,Third Quarter,20.0,61.0,-45.5,1250.0,36.3,Professional and Business Services,48145.0
2543,Fannin County,Third Quarter,58.0,231.0,14.9,799.0,4.4,Professional and Business Services,48147.0
2544,Fayette County,Third Quarter,77.0,326.0,-11.9,1033.0,16.3,Professional and Business Services,48149.0
2545,Fisher County,Third Quarter,10.0,45.0,-2.2,430.0,-5.5,Professional and Business Services,48151.0
2546,Floyd County,Third Quarter,11.0,47.0,-36.5,523.0,-32.3,Professional and Business Services,48153.0
2547,Foard County,Third Quarter,6.0,26.0,73.3,625.0,35.9,Professional and Business Services,48155.0
2548,Fort Bend County,Third Quarter,2890.0,19558.0,0.5,1260.0,9.6,Professional and Business Services,48157.0
2549,Franklin County,Third Quarter,26.0,162.0,20.0,1542.0,36.0,Professional and Business Services,48159.0
2550,Freestone County,Third Quarter,51.0,190.0,11.8,856.0,-13.4,Professional and Business Services,48161.0
2551,Frio County,Third Quarter,21.0,656.0,4.6,1130.0,1.2,Professional and Business Services,48163.0
2552,Gaines County,Third Quarter,29.0,129.0,29.0,849.0,-7.9,Professional and Business Services,48165.0
2553,Galveston County,Third Quarter,1023.0,9253.0,0.8,849.0,-6.4,Professional and Business Services,48167.0
2554,Garza County,Third Quarter,18.0,360.0,1.1,746.0,-13.9,Professional and Business Services,48169.0
2555,Gillespie County,Third Quarter,123.0,500.0,8.9,854.0,5.7,Professional and Business Services,48171.0
2556,Glasscock County,Third Quarter,5.0,,,,,Professional and Business Services,48173.0
2557,Goliad County,Third Quarter,15.0,29.0,3.6,637.0,22.0,Professional and Business Services,48175.0
2558,Gonzales County,Third Quarter,48.0,220.0,-4.3,812.0,7.0,Professional and Business Services,48177.0
2559,Gray County,Third Quarter,64.0,436.0,6.3,943.0,2.7,Professional and Business Services,48179.0
2560,Grayson County,Third Quarter,388.0,3107.0,13.6,707.0,-3.2,Professional and Business Services,48181.0
2561,Gregg County,Third Quarter,646.0,6812.0,5.7,919.0,-6.6,Professional and Business Services,48183.0
2562,Grimes County,Third Quarter,65.0,319.0,-5.3,633.0,0.3,Professional and Business Services,48185.0
2563,Guadalupe County,Third Quarter,292.0,3428.0,26.4,904.0,-0.2,Professional and Business Services,48187.0
2564,Hale County,Third Quarter,66.0,395.0,8.5,831.0,23.3,Professional and Business Services,48189.0
2565,Hall County,Third Quarter,3.0,7.0,-75.0,1418.0,24.8,Professional and Business Services,48191.0
2566,Hamilton County,Third Quarter,23.0,65.0,3.2,729.0,-0.5,Professional and Business Services,48193.0
2567,Hansford County,Third Quarter,10.0,52.0,4.0,1381.0,6.4,Professional and Business Services,48195.0
2568,Hardeman County,Third Quarter,7.0,23.0,,475.0,,Professional and Business Services,48197.0
2569,Hardin County,Third Quarter,114.0,592.0,-10.3,981.0,-22.1,Professional and Business Services,48199.0
2570,Harris County,Third Quarter,23224.0,397122.0,2.7,1543.0,-2.1,Professional and Business Services,48201.0
2571,Harrison County,Third Quarter,205.0,1487.0,5.6,721.0,-9.8,Professional and Business Services,48203.0
2572,Hartley County,Third Quarter,14.0,57.0,7.5,720.0,-3.4,Professional and Business Services,48205.0
2573,Haskell County,Third Quarter,18.0,82.0,-44.6,1126.0,5.0,Professional and Business Services,48207.0
2574,Hays County,Third Quarter,743.0,5033.0,2.6,937.0,1.1,Professional and Business Services,48209.0
2575,Hemphill County,Third Quarter,15.0,73.0,9.0,845.0,-2.2,Professional and Business Services,48211.0
2576,Henderson County,Third Quarter,177.0,960.0,7.4,775.0,-0.3,Professional and Business Services,48213.0
2577,Hidalgo County,Third Quarter,1436.0,16427.0,4.4,608.0,-4.1,Professional and Business Services,48215.0
2578,Hill County,Third Quarter,61.0,488.0,33.7,775.0,-13.9,Professional and Business Services,48217.0
2579,Hockley County,Third Quarter,47.0,285.0,-8.4,592.0,19.8,Professional and Business Services,48219.0
2580,Hood County,Third Quarter,231.0,1057.0,9.6,906.0,5.5,Professional and Business Services,48221.0
2581,Hopkins County,Third Quarter,94.0,834.0,-29.3,868.0,14.7,Professional and Business Services,48223.0
2582,Houston County,Third Quarter,161.0,548.0,-22.3,990.0,14.7,Professional and Business Services,48225.0
2583,Howard County,Third Quarter,111.0,417.0,13.9,1051.0,19.7,Professional and Business Services,48227.0
2584,Hudspeth County,Third Quarter,5.0,,,,,Professional and Business Services,48229.0
2585,Hunt County,Third Quarter,162.0,1807.0,21.2,958.0,-9.1,Professional and Business Services,48231.0
2586,Hutchinson County,Third Quarter,42.0,202.0,-2.9,1295.0,34.8,Professional and Business Services,48233.0
2587,Irion County,Third Quarter,11.0,16.0,6.7,544.0,26.2,Professional and Business Services,48235.0
2588,Jack County,Third Quarter,21.0,238.0,41.7,583.0,-46.0,Professional and Business Services,48237.0
2589,Jackson County,Third Quarter,43.0,159.0,35.9,813.0,8.1,Professional and Business Services,48239.0
2590,Jasper County,Third Quarter,56.0,368.0,-6.6,983.0,6.8,Professional and Business Services,48241.0
2591,Jeff Davis County,Third Quarter,5.0,,,,,Professional and Business Services,48243.0
2592,Jefferson County,Third Quarter,862.0,12246.0,1.5,1031.0,-8.1,Professional and Business Services,48245.0
2593,Jim Hogg County,Third Quarter,4.0,53.0,-18.5,1408.0,-2.7,Professional and Business Services,48247.0
2594,Jim Wells County,Third Quarter,101.0,616.0,2.3,712.0,-8.4,Professional and Business Services,48249.0
2595,Johnson County,Third Quarter,390.0,2678.0,0.1,800.0,0.5,Professional and Business Services,48251.0
2596,Jones County,Third Quarter,20.0,,,,,Professional and Business Services,48253.0
2597,Karnes County,Third Quarter,35.0,834.0,33.2,1470.0,31.6,Professional and Business Services,48255.0
2598,Kaufman County,Third Quarter,257.0,2035.0,14.7,842.0,11.4,Professional and Business Services,48257.0
2599,Kendall County,Third Quarter,291.0,1586.0,0.4,1286.0,-7.0,Professional and Business Services,48259.0
2600,Kenedy County,Third Quarter,5.0,13.0,-55.2,1309.0,0.6,Professional and Business Services,48261.0
2601,Kent County,Third Quarter,3.0,,,,,Professional and Business Services,48263.0
2602,Kerr County,Third Quarter,213.0,1234.0,2.3,980.0,-2.2,Professional and Business Services,48265.0
2603,Kimble County,Third Quarter,15.0,,,,,Professional and Business Services,48267.0
2604,King County,Third Quarter,3.0,,,,,Professional and Business Services,48269.0
2605,Kinney County,Third Quarter,1.0,,,,,Professional and Business Services,48271.0
2606,Kleberg County,Third Quarter,56.0,458.0,10.4,589.0,-6.8,Professional and Business Services,48273.0
2607,Knox County,Third Quarter,3.0,,,,,Professional and Business Services,48275.0
2608,Lamar County,Third Quarter,123.0,1707.0,31.0,554.0,-10.6,Professional and Business Services,48277.0
2609,Lamb County,Third Quarter,25.0,260.0,19.3,1127.0,-16.6,Professional and Business Services,48279.0
2610,Lampasas County,Third Quarter,57.0,248.0,0.0,778.0,13.2,Professional and Business Services,48281.0
2611,La Salle County,Third Quarter,14.0,101.0,29.5,916.0,15.2,Professional and Business Services,48283.0
2612,Lavaca County,Third Quarter,53.0,194.0,-2.0,708.0,4.1,Professional and Business Services,48285.0
2613,Lee County,Third Quarter,34.0,238.0,-4.8,990.0,0.1,Professional and Business Services,48287.0
2614,Leon County,Third Quarter,37.0,158.0,21.5,841.0,5.8,Professional and Business Services,48289.0
2615,Liberty County,Third Quarter,135.0,710.0,-18.0,825.0,-2.1,Professional and Business Services,48291.0
2616,Limestone County,Third Quarter,35.0,351.0,30.5,1060.0,31.2,Professional and Business Services,48293.0
2617,Lipscomb County,Third Quarter,8.0,45.0,25.0,702.0,10.0,Professional and Business Services,48295.0
2618,Live Oak County,Third Quarter,33.0,203.0,36.2,1718.0,-24.3,Professional and Business Services,48297.0
2619,Llano County,Third Quarter,56.0,256.0,14.8,739.0,-0.9,Professional and Business Services,48299.0
2620,Loving County,Third Quarter,2.0,,,,,Professional and Business Services,48301.0
2621,Lubbock County,Third Quarter,1134.0,11961.0,1.8,773.0,-0.9,Professional and Business Services,48303.0
2622,Lynn County,Third Quarter,13.0,43.0,26.5,1716.0,100.2,Professional and Business Services,48305.0
2623,McCulloch County,Third Quarter,23.0,62.0,-4.6,568.0,23.2,Professional and Business Services,48307.0
2624,McLennan County,Third Quarter,727.0,10835.0,-7.1,789.0,4.1,Professional and Business Services,48309.0
2625,McMullen County,Third Quarter,7.0,,,,,Professional and Business Services,48311.0
2626,Madison County,Third Quarter,38.0,87.0,-16.3,779.0,0.8,Professional and Business Services,48313.0
2627,Marion County,Third Quarter,17.0,39.0,18.2,641.0,15.7,Professional and Business Services,48315.0
2628,Martin County,Third Quarter,12.0,,,,,Professional and Business Services,48317.0
2629,Mason County,Third Quarter,14.0,46.0,-8.0,845.0,-1.9,Professional and Business Services,48319.0
2630,Matagorda County,Third Quarter,85.0,688.0,-14.4,1031.0,0.3,Professional and Business Services,48321.0
2631,Maverick County,Third Quarter,69.0,454.0,13.8,666.0,2.0,Professional and Business Services,48323.0
2632,Medina County,Third Quarter,106.0,606.0,4.7,667.0,15.8,Professional and Business Services,48325.0
2633,Menard County,Third Quarter,5.0,6.0,20.0,259.0,7.9,Professional and Business Services,48327.0
2634,Midland County,Third Quarter,849.0,8884.0,10.6,1489.0,6.0,Professional and Business Services,48329.0
2635,Milam County,Third Quarter,56.0,407.0,-17.8,778.0,20.4,Professional and Business Services,48331.0
2636,Mills County,Third Quarter,11.0,51.0,10.9,415.0,-10.9,Professional and Business Services,48333.0
2637,Mitchell County,Third Quarter,14.0,38.0,40.7,693.0,-2.9,Professional and Business Services,48335.0
2638,Montague County,Third Quarter,51.0,139.0,13.0,642.0,-4.9,Professional and Business Services,48337.0
2639,Montgomery County,Third Quarter,2316.0,24713.0,14.1,1548.0,1.8,Professional and Business Services,48339.0
2640,Moore County,Third Quarter,36.0,366.0,1.7,666.0,-1.9,Professional and Business Services,48341.0
2641,Morris County,Third Quarter,22.0,90.0,3.4,1144.0,-2.5,Professional and Business Services,48343.0
2642,Motley County,Third Quarter,5.0,21.0,10.5,256.0,-17.2,Professional and Business Services,48345.0
2643,Nacogdoches County,Third Quarter,170.0,1730.0,-1.4,586.0,0.9,Professional and Business Services,48347.0
2644,Navarro County,Third Quarter,120.0,893.0,3.1,625.0,-3.3,Professional and Business Services,48349.0
2645,Newton County,Third Quarter,15.0,61.0,1.7,1271.0,27.6,Professional and Business Services,48351.0
2646,Nolan County,Third Quarter,42.0,332.0,10.7,790.0,-2.8,Professional and Business Services,48353.0
2647,Nueces County,Third Quarter,1256.0,15204.0,7.3,1034.0,-5.0,Professional and Business Services,48355.0
2648,Ochiltree County,Third Quarter,27.0,121.0,44.0,836.0,-11.1,Professional and Business Services,48357.0
2649,Oldham County,Third Quarter,5.0,9.0,-10.0,873.0,63.5,Professional and Business Services,48359.0
2650,Orange County,Third Quarter,157.0,1131.0,-8.3,1019.0,-1.6,Professional and Business Services,48361.0
2651,Palo Pinto County,Third Quarter,73.0,323.0,6.6,726.0,-26.4,Professional and Business Services,48363.0
2652,Panola County,Third Quarter,63.0,539.0,7.8,686.0,-1.4,Professional and Business Services,48365.0
2653,Parker County,Third Quarter,410.0,2322.0,-4.5,996.0,5.1,Professional and Business Services,48367.0
2654,Parmer County,Third Quarter,21.0,248.0,0.0,691.0,3.4,Professional and Business Services,48369.0
2655,Pecos County,Third Quarter,25.0,195.0,-2.5,856.0,20.1,Professional and Business Services,48371.0
2656,Polk County,Third Quarter,121.0,563.0,-13.7,998.0,1.9,Professional and Business Services,48373.0
2657,Potter County,Third Quarter,586.0,6271.0,-2.1,933.0,1.6,Professional and Business Services,48375.0
2658,Presidio County,Third Quarter,10.0,58.0,13.7,557.0,16.3,Professional and Business Services,48377.0
2659,Rains County,Third Quarter,26.0,143.0,10.0,800.0,3.4,Professional and Business Services,48379.0
2660,Randall County,Third Quarter,381.0,2633.0,2.8,1602.0,4.0,Professional and Business Services,48381.0
2661,Reagan County,Third Quarter,8.0,13.0,,640.0,,Professional and Business Services,48383.0
2662,Real County,Third Quarter,8.0,20.0,25.0,594.0,-11.9,Professional and Business Services,48385.0
2663,Red River County,Third Quarter,15.0,76.0,5.6,1338.0,38.9,Professional and Business Services,48387.0
2664,Reeves County,Third Quarter,31.0,148.0,5.0,817.0,-11.7,Professional and Business Services,48389.0
2665,Refugio County,Third Quarter,12.0,221.0,750.0,142.0,-79.1,Professional and Business Services,48391.0
2666,Roberts County,Third Quarter,4.0,10.0,25.0,401.0,-10.5,Professional and Business Services,48393.0
2667,Robertson County,Third Quarter,25.0,113.0,25.6,758.0,2.3,Professional and Business Services,48395.0
2668,Rockwall County,Third Quarter,489.0,2843.0,7.6,1006.0,1.5,Professional and Business Services,48397.0
2669,Runnels County,Third Quarter,20.0,153.0,43.0,463.0,-11.3,Professional and Business Services,48399.0
2670,Rusk County,Third Quarter,94.0,1266.0,-9.4,715.0,-0.3,Professional and Business Services,48401.0
2671,Sabine County,Third Quarter,21.0,46.0,31.4,1069.0,19.7,Professional and Business Services,48403.0
